image_id,path,bytes,split
gbif-inat-toxic-round2:00310703,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6273926731_2.jpg,1308814,calibration
gbif-inat-toxic-round2:00310704,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6273993309_1.jpg,1057430,calibration
gbif-inat-toxic-round2:00310705,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6273993309_2.jpg,1699490,train
gbif-inat-toxic-round2:00310706,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6273993309_3.jpg,1686138,train
gbif-inat-toxic-round2:00310707,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6273999312_1.jpg,3078110,val
gbif-inat-toxic-round2:00310708,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6274258325_1.jpg,2951531,train
gbif-inat-toxic-round2:00310709,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320085137_1.jpg,2488324,train
gbif-inat-toxic-round2:00310710,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320137443_1.jpg,3197987,train
gbif-inat-toxic-round2:00310711,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320137443_2.jpg,3077765,calibration
gbif-inat-toxic-round2:00310712,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320137443_3.jpg,3684191,train
gbif-inat-toxic-round2:00310713,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320195456_1.jpg,1727211,train
gbif-inat-toxic-round2:00310714,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320195456_2.jpg,1727336,train
gbif-inat-toxic-round2:00310715,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320208530_1.jpg,3895146,train
gbif-inat-toxic-round2:00310716,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320243479_1.jpg,3640457,train
gbif-inat-toxic-round2:00310717,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320271038_1.jpg,792553,train
gbif-inat-toxic-round2:00310718,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320271038_2.jpg,766274,train
gbif-inat-toxic-round2:00310719,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320283774_1.jpg,1103580,train
gbif-inat-toxic-round2:00310720,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320492460_1.jpg,1352144,train
gbif-inat-toxic-round2:00310721,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320492460_2.jpg,1304935,train
gbif-inat-toxic-round2:00310722,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320492460_3.jpg,1167705,train
gbif-inat-toxic-round2:00310723,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320589559_1.jpg,820033,calibration
gbif-inat-toxic-round2:00310724,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320589559_2.jpg,950017,test
gbif-inat-toxic-round2:00310725,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320589559_3.jpg,971836,calibration
gbif-inat-toxic-round2:00310726,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320623564_1.jpg,1528748,calibration
gbif-inat-toxic-round2:00310727,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320756067_1.jpg,4138106,train
gbif-inat-toxic-round2:00310728,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320756067_2.jpg,3087552,train
gbif-inat-toxic-round2:00310729,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320756067_3.jpg,3619912,test
gbif-inat-toxic-round2:00310730,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320757402_1.jpg,1014194,train
gbif-inat-toxic-round2:00310731,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320796050_1.jpg,4842552,train
gbif-inat-toxic-round2:00310732,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320883811_1.jpg,857896,train
gbif-inat-toxic-round2:00310733,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320883811_2.jpg,1263608,train
gbif-inat-toxic-round2:00310734,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320883811_3.jpg,598683,train
gbif-inat-toxic-round2:00310735,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6320976677_1.jpg,1059508,train
gbif-inat-toxic-round2:00310736,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5063163071_1.jpg,1072296,calibration
gbif-inat-toxic-round2:00310737,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5063218142_1.jpg,384540,test
gbif-inat-toxic-round2:00310738,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5063218142_2.jpg,354998,val
gbif-inat-toxic-round2:00310739,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5064089639_1.jpg,1323551,train
gbif-inat-toxic-round2:00310740,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5064089639_2.jpg,822176,val
gbif-inat-toxic-round2:00310741,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5069990750_1.jpg,1998485,val
gbif-inat-toxic-round2:00310742,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5069990750_2.jpg,1993102,train
gbif-inat-toxic-round2:00310743,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5069990750_3.jpg,1006450,test
gbif-inat-toxic-round2:00310744,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5206674472_1.jpg,1130151,train
gbif-inat-toxic-round2:00310745,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5206674472_2.jpg,921668,train
gbif-inat-toxic-round2:00310746,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5759663074_1.jpg,686407,train
gbif-inat-toxic-round2:00310747,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5088054137_1.jpg,4254812,val
gbif-inat-toxic-round2:00310748,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5088054137_2.jpg,3373312,train
gbif-inat-toxic-round2:00310749,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5088054137_3.jpg,3032207,train
gbif-inat-toxic-round2:00310750,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5088132415_1.jpg,1279491,calibration
gbif-inat-toxic-round2:00310751,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5088132415_2.jpg,1642594,test
gbif-inat-toxic-round2:00310752,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5104566528_1.jpg,1883270,train
gbif-inat-toxic-round2:00310753,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5104566528_2.jpg,2406782,val
gbif-inat-toxic-round2:00310754,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5760909342_1.jpg,1372602,train
gbif-inat-toxic-round2:00310755,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5828786618_1.jpg,993192,train
gbif-inat-toxic-round2:00310756,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5133852537_1.jpg,1745324,train
gbif-inat-toxic-round2:00310757,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5133852537_2.jpg,979653,calibration
gbif-inat-toxic-round2:00310758,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5133852537_3.jpg,1802628,train
gbif-inat-toxic-round2:00310759,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134092290_1.jpg,1281376,train
gbif-inat-toxic-round2:00310760,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134188046_1.jpg,1955965,val
gbif-inat-toxic-round2:00310761,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134188046_2.jpg,2152827,train
gbif-inat-toxic-round2:00310762,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134188046_3.jpg,3146109,train
gbif-inat-toxic-round2:00310763,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134381373_1.jpg,2172144,train
gbif-inat-toxic-round2:00310764,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134381373_2.jpg,1959133,train
gbif-inat-toxic-round2:00310765,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134381373_3.jpg,1874264,train
gbif-inat-toxic-round2:00310766,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134381373_4.jpg,1744427,train
gbif-inat-toxic-round2:00310767,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134381373_5.jpg,1984723,train
gbif-inat-toxic-round2:00310768,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134381373_6.jpg,1965056,train
gbif-inat-toxic-round2:00310769,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134392443_1.jpg,3566346,train
gbif-inat-toxic-round2:00310770,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134473483_1.jpg,1155488,train
gbif-inat-toxic-round2:00310771,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134493101_1.jpg,2439110,calibration
gbif-inat-toxic-round2:00310772,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134493101_2.jpg,1439024,train
gbif-inat-toxic-round2:00310773,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134493101_3.jpg,2804393,val
gbif-inat-toxic-round2:00310774,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134493101_4.jpg,2788257,train
gbif-inat-toxic-round2:00310775,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134493101_5.jpg,2459504,train
gbif-inat-toxic-round2:00310776,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134566245_1.jpg,566246,val
gbif-inat-toxic-round2:00310777,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5134720027_1.jpg,823454,train
gbif-inat-toxic-round2:00310778,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140122604_1.jpg,849479,train
gbif-inat-toxic-round2:00310779,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140122604_2.jpg,767368,val
gbif-inat-toxic-round2:00310780,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140122604_3.jpg,961533,train
gbif-inat-toxic-round2:00310781,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140122604_4.jpg,796859,train
gbif-inat-toxic-round2:00310782,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140227273_1.jpg,1106088,train
gbif-inat-toxic-round2:00310783,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140293758_1.jpg,3401669,train
gbif-inat-toxic-round2:00310784,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140293758_2.jpg,3100882,train
gbif-inat-toxic-round2:00310785,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140293758_3.jpg,3163529,train
gbif-inat-toxic-round2:00310786,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140293758_4.jpg,3071167,train
gbif-inat-toxic-round2:00310787,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140293758_5.jpg,3082288,val
gbif-inat-toxic-round2:00310788,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140293758_6.jpg,3363111,train
gbif-inat-toxic-round2:00310789,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140414639_1.jpg,1064730,calibration
gbif-inat-toxic-round2:00310790,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140449781_1.jpg,411565,train
gbif-inat-toxic-round2:00310791,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140483739_1.jpg,694869,test
gbif-inat-toxic-round2:00310792,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140638075_1.jpg,2049272,train
gbif-inat-toxic-round2:00310793,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140697509_1.jpg,1585251,val
gbif-inat-toxic-round2:00310794,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140704549_1.jpg,969247,calibration
gbif-inat-toxic-round2:00310795,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140704549_2.jpg,898542,train
gbif-inat-toxic-round2:00310796,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140704549_3.jpg,2035443,train
gbif-inat-toxic-round2:00310797,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140704549_4.jpg,1000718,train
gbif-inat-toxic-round2:00310798,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140733796_1.jpg,3507723,val
gbif-inat-toxic-round2:00310799,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140734211_1.jpg,1238808,train
gbif-inat-toxic-round2:00310800,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140734211_2.jpg,1863335,train
gbif-inat-toxic-round2:00310801,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140899291_1.jpg,755803,train
gbif-inat-toxic-round2:00310802,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140927933_1.jpg,3423847,train
gbif-inat-toxic-round2:00310803,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140951940_1.jpg,1153352,train
gbif-inat-toxic-round2:00310804,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140951940_2.jpg,1107626,train
gbif-inat-toxic-round2:00310805,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5140960583_1.jpg,942066,train
gbif-inat-toxic-round2:00310806,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141029906_1.jpg,2079815,train
gbif-inat-toxic-round2:00310807,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141031521_1.jpg,647307,train
gbif-inat-toxic-round2:00310808,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141060998_1.jpg,3733293,calibration
gbif-inat-toxic-round2:00310809,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141064474_1.jpg,1537673,calibration
gbif-inat-toxic-round2:00310810,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141094344_1.jpg,4350510,train
gbif-inat-toxic-round2:00310811,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141094344_2.jpg,3199232,train
gbif-inat-toxic-round2:00310812,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5141099425_1.jpg,736780,train
gbif-inat-toxic-round2:00310813,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153039295_1.jpg,1723646,test
gbif-inat-toxic-round2:00310814,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153039295_2.jpg,1423379,train
gbif-inat-toxic-round2:00310815,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153039295_3.jpg,1631497,train
gbif-inat-toxic-round2:00310816,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153039295_4.jpg,1229847,calibration
gbif-inat-toxic-round2:00310817,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153108854_1.jpg,1775510,calibration
gbif-inat-toxic-round2:00310818,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153341990_1.jpg,623084,val
gbif-inat-toxic-round2:00310819,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153445647_1.jpg,1816143,val
gbif-inat-toxic-round2:00310820,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153865396_1.jpg,581510,train
gbif-inat-toxic-round2:00310821,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153925293_1.jpg,1060585,train
gbif-inat-toxic-round2:00310822,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153953840_1.jpg,2310190,test
gbif-inat-toxic-round2:00310823,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154090782_1.jpg,1328375,train
gbif-inat-toxic-round2:00310824,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154090782_2.jpg,1346499,calibration
gbif-inat-toxic-round2:00310825,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154109485_1.jpg,2701787,val
gbif-inat-toxic-round2:00310826,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154109485_2.jpg,2194880,calibration
gbif-inat-toxic-round2:00310827,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154109485_3.jpg,3046462,train
gbif-inat-toxic-round2:00310828,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154189412_1.jpg,1028011,train
gbif-inat-toxic-round2:00310829,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154275231_1.jpg,1890613,calibration
gbif-inat-toxic-round2:00310830,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154275231_2.jpg,497325,train
gbif-inat-toxic-round2:00310831,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154297605_1.jpg,1319907,train
gbif-inat-toxic-round2:00310832,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154297605_2.jpg,1551703,train
gbif-inat-toxic-round2:00310833,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154342868_1.jpg,881998,train
gbif-inat-toxic-round2:00310834,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154342868_2.jpg,832186,val
gbif-inat-toxic-round2:00310835,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154342868_3.jpg,1052796,train
gbif-inat-toxic-round2:00310836,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154342868_4.jpg,1299407,train
gbif-inat-toxic-round2:00310837,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154352413_1.jpg,1158282,calibration
gbif-inat-toxic-round2:00310838,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154352413_2.jpg,1649403,train
gbif-inat-toxic-round2:00310839,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154352413_3.jpg,1713236,val
gbif-inat-toxic-round2:00310840,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154352413_4.jpg,1513025,train
gbif-inat-toxic-round2:00310841,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154381312_1.jpg,738452,train
gbif-inat-toxic-round2:00310842,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154381312_2.jpg,903910,train
gbif-inat-toxic-round2:00310843,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154381312_3.jpg,981044,train
gbif-inat-toxic-round2:00310844,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154381312_4.jpg,1025814,train
gbif-inat-toxic-round2:00310845,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154430677_1.jpg,2554873,train
gbif-inat-toxic-round2:00310846,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154430677_2.jpg,2512793,train
gbif-inat-toxic-round2:00310847,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154619845_1.jpg,1746711,train
gbif-inat-toxic-round2:00310848,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154635101_1.jpg,3483713,train
gbif-inat-toxic-round2:00310849,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154635101_2.jpg,3384112,train
gbif-inat-toxic-round2:00310850,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154836535_1.jpg,3956471,train
gbif-inat-toxic-round2:00310851,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154859327_1.jpg,1169905,test
gbif-inat-toxic-round2:00310852,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5168224943_1.jpg,2982125,calibration
gbif-inat-toxic-round2:00310853,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5168224943_2.jpg,1986020,train
gbif-inat-toxic-round2:00310854,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5198856532_1.jpg,3752575,train
gbif-inat-toxic-round2:00310855,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5198856532_2.jpg,3859650,train
gbif-inat-toxic-round2:00310856,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5215746630_1.jpg,944971,train
gbif-inat-toxic-round2:00310857,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5759662166_1.jpg,4076193,train
gbif-inat-toxic-round2:00310858,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5759662166_2.jpg,3493723,test
gbif-inat-toxic-round2:00310859,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5759662166_3.jpg,3179943,train
gbif-inat-toxic-round2:00310860,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5759662166_4.jpg,4080331,train
gbif-inat-toxic-round2:00310861,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5759662166_5.jpg,4601137,train
gbif-inat-toxic-round2:00310862,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5761100622_1.jpg,1088563,train
gbif-inat-toxic-round2:00310863,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5761100622_2.jpg,944820,train
gbif-inat-toxic-round2:00310864,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5761100622_3.jpg,1045230,calibration
gbif-inat-toxic-round2:00310865,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5761100622_4.jpg,1029624,test
gbif-inat-toxic-round2:00310866,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5827759244_1.jpg,1474080,train
gbif-inat-toxic-round2:00310867,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5828844149_1.jpg,1567532,train
gbif-inat-toxic-round2:00310868,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5897331005_1.jpg,1836934,train
gbif-inat-toxic-round2:00310869,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5897331005_2.jpg,1628256,test
gbif-inat-toxic-round2:00310870,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5897331005_3.jpg,2131384,train
gbif-inat-toxic-round2:00310871,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5932225898_1.jpg,2479095,test
gbif-inat-toxic-round2:00310872,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6159408651_1.jpg,1486563,train
gbif-inat-toxic-round2:00310873,images/raw/gbif-inat-toxic-round2/cicuta_maculata/6159408651_2.jpg,770735,train
gbif-inat-toxic-round2:00310874,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153113003_1.jpg,1866371,train
gbif-inat-toxic-round2:00310875,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153113003_2.jpg,1608764,train
gbif-inat-toxic-round2:00310876,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153148856_1.jpg,1554698,test
gbif-inat-toxic-round2:00310877,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153215372_1.jpg,2144263,calibration
gbif-inat-toxic-round2:00310878,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153215372_2.jpg,2693520,train
gbif-inat-toxic-round2:00310879,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153215372_3.jpg,2920791,train
gbif-inat-toxic-round2:00310880,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153319942_1.jpg,2022956,test
gbif-inat-toxic-round2:00310881,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153397247_1.jpg,1334291,train
gbif-inat-toxic-round2:00310882,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153397247_2.jpg,964628,test
gbif-inat-toxic-round2:00310883,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153401236_1.jpg,641959,train
gbif-inat-toxic-round2:00310884,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153401236_2.jpg,838511,train
gbif-inat-toxic-round2:00310885,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153456991_1.jpg,1635190,train
gbif-inat-toxic-round2:00310886,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153652280_1.jpg,680694,train
gbif-inat-toxic-round2:00310887,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153652280_2.jpg,785219,train
gbif-inat-toxic-round2:00310888,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153657219_1.jpg,1145378,train
gbif-inat-toxic-round2:00310889,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153657219_2.jpg,1687578,test
gbif-inat-toxic-round2:00310890,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153948510_1.jpg,4072036,train
gbif-inat-toxic-round2:00310891,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153963894_1.jpg,468871,train
gbif-inat-toxic-round2:00310892,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5153963894_2.jpg,639012,train
gbif-inat-toxic-round2:00310893,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154106728_1.jpg,764742,train
gbif-inat-toxic-round2:00310894,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154106728_2.jpg,500887,train
gbif-inat-toxic-round2:00310895,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154106728_3.jpg,511557,train
gbif-inat-toxic-round2:00310896,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154285218_1.jpg,2150880,train
gbif-inat-toxic-round2:00310897,images/raw/gbif-inat-toxic-round2/cicuta_maculata/5154285218_2.jpg,1965867,train
