image_id,path,scientific_name,taxon_id
gbif-inat-toxic-round2:00316661,images/raw/gbif-inat-toxic-round2/actaea_rubra/5167530394_2.jpg,Actaea rubra,usda:ACRU2
gbif-inat-toxic-round2:00316646,images/raw/gbif-inat-toxic-round2/actaea_rubra/5167479606_1.jpg,Actaea rubra,usda:ACRU2
gbif-inat-toxic-round2:00316336,images/raw/gbif-inat-toxic-round2/actaea_rubra/6320265757_3.jpg,Actaea rubra,usda:ACRU2
gbif-inat-toxic-round2:00316486,images/raw/gbif-inat-toxic-round2/actaea_rubra/5154065517_1.jpg,Actaea rubra,usda:ACRU2
gbif-inat:00000243,images/raw/gbif-inat/allium_canadense/6178318525_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00001984,images/raw/gbif-inat/allium_canadense/6184850398_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00002007,images/raw/gbif-inat/allium_canadense/6184905688_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00001964,images/raw/gbif-inat/allium_canadense/6184769572_3.jpg,Allium canadense,usda:ALCA3
gbif-inat:00002009,images/raw/gbif-inat/allium_canadense/6184905688_3.jpg,Allium canadense,usda:ALCA3
gbif-inat:00001960,images/raw/gbif-inat/allium_canadense/6184759604_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00001970,images/raw/gbif-inat/allium_canadense/6184813389_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00001962,images/raw/gbif-inat/allium_canadense/6184769572_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00000261,images/raw/gbif-inat/allium_canadense/6179187072_1.jpg,Allium canadense,usda:ALCA3
gbif-inat:00001988,images/raw/gbif-inat/allium_canadense/6184855948_3.jpg,Allium canadense,usda:ALCA3
gbif-inat:00000231,images/raw/gbif-inat/allium_tricoccum/6178903959_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001908,images/raw/gbif-inat/allium_tricoccum/6184756684_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001892,images/raw/gbif-inat/allium_tricoccum/6179326178_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001905,images/raw/gbif-inat/allium_tricoccum/6184728292_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001882,images/raw/gbif-inat/allium_tricoccum/6179109689_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00000234,images/raw/gbif-inat/allium_tricoccum/6178952415_2.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001926,images/raw/gbif-inat/allium_tricoccum/6184915208_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001876,images/raw/gbif-inat/allium_tricoccum/6179028493_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001890,images/raw/gbif-inat/allium_tricoccum/6179195622_5.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00001915,images/raw/gbif-inat/allium_tricoccum/6184831733_1.jpg,Allium tricoccum,usda:ALTR3
gbif-inat:00002745,images/raw/gbif-inat/amelanchier_alnifolia/6188535655_1.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00002756,images/raw/gbif-inat/amelanchier_alnifolia/6188062925_1.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00002773,images/raw/gbif-inat/amelanchier_alnifolia/6188666032_1.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00000584,images/raw/gbif-inat/amelanchier_alnifolia/6184889077_4.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00002738,images/raw/gbif-inat/amelanchier_alnifolia/6188235931_1.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00002762,images/raw/gbif-inat/amelanchier_alnifolia/6188380297_1.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00002764,images/raw/gbif-inat/amelanchier_alnifolia/6188402326_1.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00000598,images/raw/gbif-inat/amelanchier_alnifolia/6184889077_18.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00000599,images/raw/gbif-inat/amelanchier_alnifolia/6184889077_19.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00002719,images/raw/gbif-inat/amelanchier_alnifolia/6185565947_2.jpg,Amelanchier alnifolia,usda:AMAL2
gbif-inat:00000275,images/raw/gbif-inat/asimina_triloba/5938246927_2.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002035,images/raw/gbif-inat/asimina_triloba/6133167730_2.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002054,images/raw/gbif-inat/asimina_triloba/6147316685_1.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002067,images/raw/gbif-inat/asimina_triloba/6159146321_2.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002080,images/raw/gbif-inat/asimina_triloba/6159402120_3.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002012,images/raw/gbif-inat/asimina_triloba/6130635444_2.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002032,images/raw/gbif-inat/asimina_triloba/6131430788_3.jpg,Asimina triloba,usda:ASTR
gbif-inat:00002065,images/raw/gbif-inat/asimina_triloba/6147615466_3.jpg,Asimina triloba,usda:ASTR
gbif-inat:00000291,images/raw/gbif-inat/asimina_triloba/6130250599_1.jpg,Asimina triloba,usda:ASTR
gbif-inat:00000285,images/raw/gbif-inat/asimina_triloba/6130063590_1.jpg,Asimina triloba,usda:ASTR
gbif-inat:00000757,images/raw/gbif-inat/betula_papyrifera/6129980305_3.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003173,images/raw/gbif-inat/betula_papyrifera/6163003544_5.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003159,images/raw/gbif-inat/betula_papyrifera/6131534913_1.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003185,images/raw/gbif-inat/betula_papyrifera/6133025067_1.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00000755,images/raw/gbif-inat/betula_papyrifera/6129980305_1.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003160,images/raw/gbif-inat/betula_papyrifera/6131622905_1.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003182,images/raw/gbif-inat/betula_papyrifera/6179070185_1.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003177,images/raw/gbif-inat/betula_papyrifera/6163151734_2.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003171,images/raw/gbif-inat/betula_papyrifera/6163003544_3.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00000772,images/raw/gbif-inat/betula_papyrifera/6130413351_1.jpg,Betula papyrifera,usda:BEPA
gbif-inat:00003386,images/raw/gbif-inat/carya_ovata/6130168264_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003404,images/raw/gbif-inat/carya_ovata/6130489520_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00000857,images/raw/gbif-inat/carya_ovata/5938248110_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003406,images/raw/gbif-inat/carya_ovata/6130524749_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003343,images/raw/gbif-inat/carya_ovata/5938479914_2.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003347,images/raw/gbif-inat/carya_ovata/5938494614_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003372,images/raw/gbif-inat/carya_ovata/6129975665_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003371,images/raw/gbif-inat/carya_ovata/6129949380_1.jpg,Carya ovata,usda:CAOV2
gbif-inat:00003356,images/raw/gbif-inat/carya_ovata/5938687277_3.jpg,Carya ovata,usda:CAOV2
gbif-inat:00000847,images/raw/gbif-inat/carya_ovata/5938166509_1.jpg,Carya ovata,usda:CAOV2
gbif-inat-toxic-round2:00311419,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4954516636_5.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311154,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5292989172_2.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311124,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5889967655_1.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311252,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4908604003_2.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311189,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5827428735_1.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311155,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5292989172_3.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311468,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4145374095_2.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311379,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4952395744_6.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311346,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4946048021_5.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311354,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4973798011_3.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311194,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5828557597_1.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311464,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4138670844_2.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311168,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5760038330_2.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311333,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/4937214385_1.jpg,Cicuta douglasii,usda:CIDO
gbif-inat:00000083,images/raw/gbif-inat/cicuta_douglasii/5167833876_1.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311090,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5231946309_9.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311304,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5036678833_1.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311085,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5231946309_4.jpg,Cicuta douglasii,usda:CIDO
gbif-inat-toxic-round2:00311115,images/raw/gbif-inat-toxic-round2/cicuta_douglasii/5282350054_1.jpg,Cicuta douglasii,usda:CIDO
