image_id,path,scientific_name,taxon_id,reason,cap_per_class
plantnet300k-v2:00148756,images/raw/plantnet300k-v2/daucus_carota/014185c2a0571dd764a6429d7d360e7aa80e2193.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150985,images/raw/plantnet300k-v2/daucus_carota/51c0ce1c1b64e2321b34c227f7756040154de1c1.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153679,images/raw/plantnet300k-v2/daucus_carota/b18c3e363134a7b67eeb5b3972f88b920536814c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00294196,images/raw/plantnet300k-v2/daucus_carota/64c2829a40eed0cd92b87b6c6d3d0c3d11aa4078.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151631,images/raw/plantnet300k-v2/daucus_carota/69b4d405cc6df9d95b8dceb831832897a4312375.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152067,images/raw/plantnet300k-v2/daucus_carota/7a1c943d2588a5f16658dc3190f7f3a3e996e3db.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155189,images/raw/plantnet300k-v2/daucus_carota/e5b1d8d1b2167c184d58cd469076bd8b5c49cbe0.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155023,images/raw/plantnet300k-v2/daucus_carota/e004874710218410ec921bbea1a1b9f3821bd8b1.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00294269,images/raw/plantnet300k-v2/daucus_carota/79bfa52704894551795d5430d844b34ae11faa80.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019189,images/raw/plantnet300k-v2/daucus_carota/5c87388c138392616048efe611fe18c8e995fc8d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151027,images/raw/plantnet300k-v2/daucus_carota/52f578fb6f258e0c3574a055fb3eff74dfed4d30.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154616,images/raw/plantnet300k-v2/daucus_carota/d239c8e52e8b1734dbe189ff00feb9854b08034d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151544,images/raw/plantnet300k-v2/daucus_carota/665ecdb8de92fa36ca248a7ae2194f616bebf8bb.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151803,images/raw/plantnet300k-v2/daucus_carota/70347134cbcbb04f21ee1fa8130cc209f2e4a8ae.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151102,images/raw/plantnet300k-v2/daucus_carota/56526eb17aec76319e36d8ea0eff0f46bf252bf5.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155640,images/raw/plantnet300k-v2/daucus_carota/f4fa823f9df16dadf1b317c0a271ad75afd09e36.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154738,images/raw/plantnet300k-v2/daucus_carota/d60c981ec0a7e9a2649a5b49a1912ff239bf0103.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152702,images/raw/plantnet300k-v2/daucus_carota/8eb5881084979baa5565d2969c598434fcf8ed45.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019545,images/raw/plantnet300k-v2/daucus_carota/c2192bd096bf9909c6d3c53096729ef2255a57aa.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155338,images/raw/plantnet300k-v2/daucus_carota/ea89272aadc3fe3527000ffc68b55fd8b55604df.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019479,images/raw/plantnet300k-v2/daucus_carota/adfa72fef934404cadc6e7cf96583281eca278a8.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00294522,images/raw/plantnet300k-v2/daucus_carota/c6ad9fb65dd6bfa77ed9ac9eb5c67bf56be4ae82.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00293947,images/raw/plantnet300k-v2/daucus_carota/22737175c33668f4219dc75a1fc640c555352c81.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153612,images/raw/plantnet300k-v2/daucus_carota/af2e72b59c0baf2a29d88127350bad8c5feaf726.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154999,images/raw/plantnet300k-v2/daucus_carota/df4744e41e42ab2b3bf46996fab18e882bb44af7.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154399,images/raw/plantnet300k-v2/daucus_carota/cb179ea9ad43be986f8b0dcdcf7ab20053d30b26.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149874,images/raw/plantnet300k-v2/daucus_carota/299b9483a055b5e399eebbe9dc764eff28ab5d32.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150132,images/raw/plantnet300k-v2/daucus_carota/325d0cbbb97f21dbbba2e79fe274952febfc35ed.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151248,images/raw/plantnet300k-v2/daucus_carota/5ba73c74198c50a21bcb383dcf8120ce1c5edf45.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149665,images/raw/plantnet300k-v2/daucus_carota/220c75aca3a5198b1492af7b514df95b99a1801d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155065,images/raw/plantnet300k-v2/daucus_carota/e183971b3a8835ccf9f1a9b3ca618ecb9ebeb956.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150058,images/raw/plantnet300k-v2/daucus_carota/2ffe16f8b1f708a883963725d67c2c8693cf32ce.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153887,images/raw/plantnet300k-v2/daucus_carota/b8e02da91b11622b90230bce21825badc8d42183.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152813,images/raw/plantnet300k-v2/daucus_carota/925f983ce71d61bb360fcdd1979cf23047c08b8c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00148899,images/raw/plantnet300k-v2/daucus_carota/05c3433eab71f5fb35c9d61cfbc01c5956cda844.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154411,images/raw/plantnet300k-v2/daucus_carota/cb69bcfcab0f30c8d00a4ad69dffd086524a2111.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151952,images/raw/plantnet300k-v2/daucus_carota/75d6a03a3818a3d4c39f3bb893171367f2f8d3bf.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019670,images/raw/plantnet300k-v2/daucus_carota/e2801634420f33aa148e0a385083be4779aa597d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151514,images/raw/plantnet300k-v2/daucus_carota/654513790bb67bed006b3070a4a948acc01a755c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153977,images/raw/plantnet300k-v2/daucus_carota/bc4000ff9bec69ac452a2b02fe0177e1703f2d9a.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00293954,images/raw/plantnet300k-v2/daucus_carota/24640ad36ecf553287b904abfba78e8794abbb74.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154689,images/raw/plantnet300k-v2/daucus_carota/d457e126d9fe71c77537f7e19bc81556e75bf675.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00148971,images/raw/plantnet300k-v2/daucus_carota/08542c90f446adca801fab04691ba37c37f4cc4c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152635,images/raw/plantnet300k-v2/daucus_carota/8cc554ecd36bbdf78de0d51af6ce79b4a7eca566.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149996,images/raw/plantnet300k-v2/daucus_carota/2d8c7cbd498bf4b85d622d8a9e43620e002a0d68.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150966,images/raw/plantnet300k-v2/daucus_carota/50ef1ceb2a2c9a94040c74a9da9cf0debd250a5b.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153876,images/raw/plantnet300k-v2/daucus_carota/b87a460117231074d27bfc39d6d1fbeb97d97b35.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151174,images/raw/plantnet300k-v2/daucus_carota/592b3323edf8a86c9a095103693ba1bb2a636d4d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154392,images/raw/plantnet300k-v2/daucus_carota/cae989536800fe3beba33d95aa869a0a8d9d7c07.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154402,images/raw/plantnet300k-v2/daucus_carota/cb2b4777a4e84260d9e83874b73873afab395491.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152856,images/raw/plantnet300k-v2/daucus_carota/93ce89d0d4b25d09be3180f7fe37c7c839ed9e58.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00293971,images/raw/plantnet300k-v2/daucus_carota/27f64f3f47c367cdbbfd592f1f3a91362262a8f3.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151677,images/raw/plantnet300k-v2/daucus_carota/6bb4dbcb5ce12bea22f267c4f9838a475fc30299.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154599,images/raw/plantnet300k-v2/daucus_carota/d1acafdb64efb8cadb87dc626e6d3815b82ebad3.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150995,images/raw/plantnet300k-v2/daucus_carota/51f5bfd327c998f641cbb0c5ca88d97200f1abd5.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149436,images/raw/plantnet300k-v2/daucus_carota/19cfc20c446e45692dac727356f05a0fb2353a85.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019688,images/raw/plantnet300k-v2/daucus_carota/e5d7cfc6d06ab375ddafccbae6402fb7a89110d0.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153077,images/raw/plantnet300k-v2/daucus_carota/9b42fc72d2ae0f7e060c977e1b8a68dc73604cad.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151247,images/raw/plantnet300k-v2/daucus_carota/5b9ce92f219de9ca08a2d572be128b8980e4628e.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153652,images/raw/plantnet300k-v2/daucus_carota/b091b6806324cf573f7018afbc899115f888be8d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019360,images/raw/plantnet300k-v2/daucus_carota/8ce6598568a70a9096db5972b5f88f2c2dffdeec.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150166,images/raw/plantnet300k-v2/daucus_carota/33a47cfb24b7867fea76e27e2e3663d5a401e32a.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150179,images/raw/plantnet300k-v2/daucus_carota/34019e1d1a6ca34aa1cd72abeaef3b5494611511.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149938,images/raw/plantnet300k-v2/daucus_carota/2bb5c8cea062cbfb75d5a8e694ecd5c6d2d0147c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152472,images/raw/plantnet300k-v2/daucus_carota/877d04fa74169fd040e12871f6ff5f6784226d02.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153499,images/raw/plantnet300k-v2/daucus_carota/aacd781d1c6b0781207bd790efb268b5ef4c0116.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149528,images/raw/plantnet300k-v2/daucus_carota/1d7434a861e717e6aad293e4cfafe86f25400745.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019175,images/raw/plantnet300k-v2/daucus_carota/59fc51ec7fc881f3ccbb446fcb7eb746f649d40e.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153560,images/raw/plantnet300k-v2/daucus_carota/ad03f5b7297c32da8ec0dca16cd8c4b932480f32.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152588,images/raw/plantnet300k-v2/daucus_carota/8b50d0335b9c5e6f5c92160dfc3b593a8539df6e.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149647,images/raw/plantnet300k-v2/daucus_carota/2137008839b4bc24aa34893824993f2b438b9b9d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153251,images/raw/plantnet300k-v2/daucus_carota/a18e174644b917b70deb9b48706f7e000dfc97c0.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153663,images/raw/plantnet300k-v2/daucus_carota/b0fbde7eadfd5ea5b9f7cc5c24f82a918c996612.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155222,images/raw/plantnet300k-v2/daucus_carota/e66a1059929f2eef12a6391a454c71accbf07b8f.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019552,images/raw/plantnet300k-v2/daucus_carota/c323683eca910043ff531634c60b0b3291c39659.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152075,images/raw/plantnet300k-v2/daucus_carota/7a53bfe83b104c77b807b9ed99bc174f140a0e50.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155652,images/raw/plantnet300k-v2/daucus_carota/f56991415b09cb16be9bc657f427f8cdee0b4fa2.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153992,images/raw/plantnet300k-v2/daucus_carota/bcbfc8968287ec4d4df52c538790ce12a82709cf.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149573,images/raw/plantnet300k-v2/daucus_carota/1ee1c9f71cd6183fca468f0df700743d58975543.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151113,images/raw/plantnet300k-v2/daucus_carota/56cad7fab6d38bd7adf8aedd794344fbb2cbf558.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153194,images/raw/plantnet300k-v2/daucus_carota/9f3672ff8500d0b4f32a35123ec82eb11b8b8cd8.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149947,images/raw/plantnet300k-v2/daucus_carota/2beb56af04be1834190e09dd5269eb68e23684b9.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154403,images/raw/plantnet300k-v2/daucus_carota/cb2f56cea275b49eb0e6d57ad1173e0e46514c74.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00294048,images/raw/plantnet300k-v2/daucus_carota/3a88258d345a55b41bff9a30c81120b4631536d8.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149249,images/raw/plantnet300k-v2/daucus_carota/13c2235cc3f1cdeaebcf9f4ccf25346fc4dde845.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00294257,images/raw/plantnet300k-v2/daucus_carota/750afbf15f3bebc64774755a3774bbce64332bdf.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019324,images/raw/plantnet300k-v2/daucus_carota/7ecac4e9ecb06b68aab333ee2bdc8b5779f74e4e.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149942,images/raw/plantnet300k-v2/daucus_carota/2bd2133235b96b218e587230f07578618cfde4da.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00294393,images/raw/plantnet300k-v2/daucus_carota/9c9db0cfb8020a3faecb8d97ffb06d1564060e74.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153142,images/raw/plantnet300k-v2/daucus_carota/9d7099b4883075a5ea6c4a2493a58e5682dacb3e.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152169,images/raw/plantnet300k-v2/daucus_carota/7d7cd0ac3277675cfb77589412d52dc57ceb18cf.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155902,images/raw/plantnet300k-v2/daucus_carota/fee26b058d65164e7522be514434a20bfe15562d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00018997,images/raw/plantnet300k-v2/daucus_carota/2ad6314991158e44035a04ea94b134ecb5d3e46d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152040,images/raw/plantnet300k-v2/daucus_carota/792f6462f53afb2d7431794422f1612e64560af4.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151511,images/raw/plantnet300k-v2/daucus_carota/652e72a6b9688b506b67dffd93845e242345c45a.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151148,images/raw/plantnet300k-v2/daucus_carota/57f3cb30045d51a80346bb7c6a6d5562b1bd826c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152218,images/raw/plantnet300k-v2/daucus_carota/7eb9cb6919e114964567d3b06b72dc413876df1c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152124,images/raw/plantnet300k-v2/daucus_carota/7c15f320a1ee6c736e2ba5c6128bfa2902ee321c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00148751,images/raw/plantnet300k-v2/daucus_carota/01280d0ae44ff67adf9e5c6aeda0554f8782581f.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154126,images/raw/plantnet300k-v2/daucus_carota/c25fb3890b4c7858e8ffcdbe93707054a4aa192b.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151340,images/raw/plantnet300k-v2/daucus_carota/5ee5c64ed55275bb72b20727707942d51880db8b.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150584,images/raw/plantnet300k-v2/daucus_carota/428131eab4aa9040e17b1040a1248735ed2447c0.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019679,images/raw/plantnet300k-v2/daucus_carota/e412d73bdc73334b88349afab326972ce97ee87a.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00018907,images/raw/plantnet300k-v2/daucus_carota/0ca8fb5c743bbad14c70d8a04f8f384a249bd215.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150414,images/raw/plantnet300k-v2/daucus_carota/3cfb8fb7fb44c79590078eeca744e09b260d5614.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
gbif-inat:00001422,images/raw/gbif-inat/daucus_carota/6133123315_2.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00151494,images/raw/plantnet300k-v2/daucus_carota/6496e1f35fa7577ce3af6cfdb357943d1a235c20.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150430,images/raw/plantnet300k-v2/daucus_carota/3d6db47f24502f36cf8cf0ba8cf752fecd7db7b3.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152008,images/raw/plantnet300k-v2/daucus_carota/78255174ee6e37ec2a3aae83a460207b2d485aca.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149182,images/raw/plantnet300k-v2/daucus_carota/10f7f9ec19eca92f12482b708af8f2986b1dcd05.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155340,images/raw/plantnet300k-v2/daucus_carota/eaa2af12db0e9fd97cd63616235a5d92ef84e23d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150096,images/raw/plantnet300k-v2/daucus_carota/3127503c87e319f5b13c2009f6755c406dc1395a.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154163,images/raw/plantnet300k-v2/daucus_carota/c3719de696ce3bb27203953443d6154311f9b5e4.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153365,images/raw/plantnet300k-v2/daucus_carota/a5f9ba2eacadd340a64cb41c128de0d528330cdb.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153168,images/raw/plantnet300k-v2/daucus_carota/9e705fdf99eccdf4239021eecda17c5c4134a764.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019031,images/raw/plantnet300k-v2/daucus_carota/3432ccca858f16c7cea88df7ce9a1c005019cd6d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155791,images/raw/plantnet300k-v2/daucus_carota/fa6fdc92d85af1e54d94d9b0798bd303c00bc375.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153199,images/raw/plantnet300k-v2/daucus_carota/9f96bb35847e21ed05e0c6cd38fdde8689f3c8b0.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150804,images/raw/plantnet300k-v2/daucus_carota/4b0db7eea09b245d0066cf4bca65fd460f25fb4d.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149432,images/raw/plantnet300k-v2/daucus_carota/198b60b5c2140022b790488018b64666904e5446.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00154702,images/raw/plantnet300k-v2/daucus_carota/d4c82de1ac7272cf91fdd1bb9871b9f7d7111191.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00152556,images/raw/plantnet300k-v2/daucus_carota/8a45f132ce5555f9879928f4a06bfe7d81a0fb44.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00019138,images/raw/plantnet300k-v2/daucus_carota/5223ef337a8488d5cc18e0654e5038c41e07e226.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00153892,images/raw/plantnet300k-v2/daucus_carota/b919a1d1a071615ae5ab5ba81a7025b1c1acadbf.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00150972,images/raw/plantnet300k-v2/daucus_carota/5138b95d46f0582e31e15c75bcab549aea1ef9a9.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00149654,images/raw/plantnet300k-v2/daucus_carota/217a101107ba0b0146c94368c179391d35b5c43c.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
plantnet300k-v2:00155619,images/raw/plantnet300k-v2/daucus_carota/f426d713013218bfbaa71797cbbb8581caf12f56.jpg,Daucus carota,usda:DACA6,over_cap_output_balance,500
