image_id,path,scientific_name,taxon_id
gbif-inat:00003013,images/raw/gbif-inat/acer_saccharum/6133215985_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003042,images/raw/gbif-inat/acer_saccharum/6147566728_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000703,images/raw/gbif-inat/acer_saccharum/6130193286_5.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003034,images/raw/gbif-inat/acer_saccharum/6147404526_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003009,images/raw/gbif-inat/acer_saccharum/6133171397_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000691,images/raw/gbif-inat/acer_saccharum/6129845271_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003004,images/raw/gbif-inat/acer_saccharum/6131412310_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00002998,images/raw/gbif-inat/acer_saccharum/6131356538_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003000,images/raw/gbif-inat/acer_saccharum/6131356538_4.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003037,images/raw/gbif-inat/acer_saccharum/6147415937_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003048,images/raw/gbif-inat/acer_saccharum/6159267404_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000714,images/raw/gbif-inat/acer_saccharum/6130821250_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000716,images/raw/gbif-inat/acer_saccharum/6130933134_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003060,images/raw/gbif-inat/acer_saccharum/6159565746_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003028,images/raw/gbif-inat/acer_saccharum/6147493388_5.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003046,images/raw/gbif-inat/acer_saccharum/6159257374_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003005,images/raw/gbif-inat/acer_saccharum/6131682381_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003027,images/raw/gbif-inat/acer_saccharum/6147493388_4.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003023,images/raw/gbif-inat/acer_saccharum/6147461487_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003002,images/raw/gbif-inat/acer_saccharum/6131385204_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000692,images/raw/gbif-inat/acer_saccharum/6129845271_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003041,images/raw/gbif-inat/acer_saccharum/6147566728_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003049,images/raw/gbif-inat/acer_saccharum/6159267404_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003038,images/raw/gbif-inat/acer_saccharum/6147415937_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000696,images/raw/gbif-inat/acer_saccharum/6129966669_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000715,images/raw/gbif-inat/acer_saccharum/6130933134_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000706,images/raw/gbif-inat/acer_saccharum/6130396833_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003035,images/raw/gbif-inat/acer_saccharum/6147404526_4.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000705,images/raw/gbif-inat/acer_saccharum/6130356816_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00002996,images/raw/gbif-inat/acer_saccharum/6131299617_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003045,images/raw/gbif-inat/acer_saccharum/6159257374_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000694,images/raw/gbif-inat/acer_saccharum/6129939417_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003026,images/raw/gbif-inat/acer_saccharum/6147493388_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000701,images/raw/gbif-inat/acer_saccharum/6130193286_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000709,images/raw/gbif-inat/acer_saccharum/6130516242_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003006,images/raw/gbif-inat/acer_saccharum/6133168827_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000711,images/raw/gbif-inat/acer_saccharum/6130611842_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00002994,images/raw/gbif-inat/acer_saccharum/6131299617_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000700,images/raw/gbif-inat/acer_saccharum/6130193286_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003010,images/raw/gbif-inat/acer_saccharum/6133171397_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003011,images/raw/gbif-inat/acer_saccharum/6133171397_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003001,images/raw/gbif-inat/acer_saccharum/6131356538_5.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000720,images/raw/gbif-inat/acer_saccharum/6130958610_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003032,images/raw/gbif-inat/acer_saccharum/6147404526_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000707,images/raw/gbif-inat/acer_saccharum/6130516242_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003024,images/raw/gbif-inat/acer_saccharum/6147493388_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000713,images/raw/gbif-inat/acer_saccharum/6130821250_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003022,images/raw/gbif-inat/acer_saccharum/6147269279_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003025,images/raw/gbif-inat/acer_saccharum/6147493388_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000695,images/raw/gbif-inat/acer_saccharum/6129944438_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000702,images/raw/gbif-inat/acer_saccharum/6130193286_4.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003039,images/raw/gbif-inat/acer_saccharum/6147464621_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003057,images/raw/gbif-inat/acer_saccharum/6159391395_6.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003015,images/raw/gbif-inat/acer_saccharum/6133215985_4.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003047,images/raw/gbif-inat/acer_saccharum/6159257374_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003052,images/raw/gbif-inat/acer_saccharum/6159391395_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003058,images/raw/gbif-inat/acer_saccharum/6159415560_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00002997,images/raw/gbif-inat/acer_saccharum/6131356538_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00000712,images/raw/gbif-inat/acer_saccharum/6130821250_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003007,images/raw/gbif-inat/acer_saccharum/6133168827_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003031,images/raw/gbif-inat/acer_saccharum/6195471685_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003040,images/raw/gbif-inat/acer_saccharum/6147566728_1.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003008,images/raw/gbif-inat/acer_saccharum/6133168827_3.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003055,images/raw/gbif-inat/acer_saccharum/6159391395_4.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00003003,images/raw/gbif-inat/acer_saccharum/6131385204_2.jpg,Acer saccharum,usda:ACSA3
gbif-inat:00001347,images/raw/gbif-inat/achillea_millefolium/6129960251_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004476,images/raw/gbif-inat/achillea_millefolium/6130162002_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004470,images/raw/gbif-inat/achillea_millefolium/6130116980_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001344,images/raw/gbif-inat/achillea_millefolium/6129946438_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001348,images/raw/gbif-inat/achillea_millefolium/6129984271_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004498,images/raw/gbif-inat/achillea_millefolium/6130392722_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001343,images/raw/gbif-inat/achillea_millefolium/6129906375_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004518,images/raw/gbif-inat/achillea_millefolium/6130642556_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004479,images/raw/gbif-inat/achillea_millefolium/6130169912_3.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004503,images/raw/gbif-inat/achillea_millefolium/6130474856_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004464,images/raw/gbif-inat/achillea_millefolium/6130035398_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004469,images/raw/gbif-inat/achillea_millefolium/6130105789_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004510,images/raw/gbif-inat/achillea_millefolium/6130540187_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001328,images/raw/gbif-inat/achillea_millefolium/5938229334_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004474,images/raw/gbif-inat/achillea_millefolium/6130152229_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004501,images/raw/gbif-inat/achillea_millefolium/6130436635_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004527,images/raw/gbif-inat/achillea_millefolium/6130666622_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004511,images/raw/gbif-inat/achillea_millefolium/6130545614_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001345,images/raw/gbif-inat/achillea_millefolium/6129957802_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004484,images/raw/gbif-inat/achillea_millefolium/6130188059_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001335,images/raw/gbif-inat/achillea_millefolium/5938676249_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004492,images/raw/gbif-inat/achillea_millefolium/6130230581_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004526,images/raw/gbif-inat/achillea_millefolium/6130664803_4.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004514,images/raw/gbif-inat/achillea_millefolium/6130598532_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004463,images/raw/gbif-inat/achillea_millefolium/6130031932_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004529,images/raw/gbif-inat/achillea_millefolium/6130666622_3.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004483,images/raw/gbif-inat/achillea_millefolium/6130186632_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004507,images/raw/gbif-inat/achillea_millefolium/6130516583_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001331,images/raw/gbif-inat/achillea_millefolium/5938363373_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004519,images/raw/gbif-inat/achillea_millefolium/6130651544_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004473,images/raw/gbif-inat/achillea_millefolium/6130147086_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004468,images/raw/gbif-inat/achillea_millefolium/6130082483_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004509,images/raw/gbif-inat/achillea_millefolium/6130535533_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004477,images/raw/gbif-inat/achillea_millefolium/6130169912_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004491,images/raw/gbif-inat/achillea_millefolium/6130230581_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004478,images/raw/gbif-inat/achillea_millefolium/6130169912_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004500,images/raw/gbif-inat/achillea_millefolium/6130393232_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001342,images/raw/gbif-inat/achillea_millefolium/6129903267_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004522,images/raw/gbif-inat/achillea_millefolium/6130652565_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004524,images/raw/gbif-inat/achillea_millefolium/6130664803_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001337,images/raw/gbif-inat/achillea_millefolium/6129831974_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001339,images/raw/gbif-inat/achillea_millefolium/6129890583_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004515,images/raw/gbif-inat/achillea_millefolium/6130598532_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004465,images/raw/gbif-inat/achillea_millefolium/6130047439_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001325,images/raw/gbif-inat/achillea_millefolium/5938227360_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001338,images/raw/gbif-inat/achillea_millefolium/6129861763_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004466,images/raw/gbif-inat/achillea_millefolium/6130047914_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001346,images/raw/gbif-inat/achillea_millefolium/6129957802_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004528,images/raw/gbif-inat/achillea_millefolium/6130666622_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004471,images/raw/gbif-inat/achillea_millefolium/6130137400_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004513,images/raw/gbif-inat/achillea_millefolium/6130578134_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004486,images/raw/gbif-inat/achillea_millefolium/6130188059_3.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004490,images/raw/gbif-inat/achillea_millefolium/6130213021_3.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001330,images/raw/gbif-inat/achillea_millefolium/5938284704_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001336,images/raw/gbif-inat/achillea_millefolium/6129831974_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004506,images/raw/gbif-inat/achillea_millefolium/6130516583_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001322,images/raw/gbif-inat/achillea_millefolium/5938102797_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004475,images/raw/gbif-inat/achillea_millefolium/6130155847_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004482,images/raw/gbif-inat/achillea_millefolium/6130186632_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004504,images/raw/gbif-inat/achillea_millefolium/6130485137_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001341,images/raw/gbif-inat/achillea_millefolium/6129902149_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004520,images/raw/gbif-inat/achillea_millefolium/6130651544_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004495,images/raw/gbif-inat/achillea_millefolium/6130283464_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001326,images/raw/gbif-inat/achillea_millefolium/5938227360_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004489,images/raw/gbif-inat/achillea_millefolium/6130213021_2.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00001332,images/raw/gbif-inat/achillea_millefolium/5938423172_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004525,images/raw/gbif-inat/achillea_millefolium/6130664803_3.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004497,images/raw/gbif-inat/achillea_millefolium/6130320551_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004481,images/raw/gbif-inat/achillea_millefolium/6130183046_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat:00004502,images/raw/gbif-inat/achillea_millefolium/6130456621_1.jpg,Achillea millefolium,usda:ACMI2
gbif-inat-toxic-round2:00316047,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6320072925_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316256,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/5140478711_2.jpg,Actaea pachypoda,usda:ACPA
gbif-inat:00004229,images/raw/gbif-inat/actaea_pachypoda/6234710679_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316139,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/5133361847_2.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315952,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6251749338_2.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315914,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6235814531_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316238,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/5140289050_2.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316106,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6320993551_7.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316034,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6273909932_2.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316108,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6321040001_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315997,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6273653825_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315954,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6251749338_4.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315891,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6235187735_3.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315920,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6236110253_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316050,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6320086481_3.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316067,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6320485969_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat:00004234,images/raw/gbif-inat/actaea_pachypoda/6234790433_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316157,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/5133791352_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00316026,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6273575034_1.jpg,Actaea pachypoda,usda:ACPA
gbif-inat-toxic-round2:00315989,images/raw/gbif-inat-toxic-round2/actaea_pachypoda/6273222935_2.jpg,Actaea pachypoda,usda:ACPA
